month;weekday;day;hour;workday;temperature;r_temperature;wind;humidity;dew_point;pressure;seasonN;qtd
1;1;1;0;0;8;5;15;37;-6;1015;1;77
1;1;1;1;0;7;4;15;38;-6;1015;1;80
1;1;1;2;0;6;3;18;44;-5;1016;1;62
1;1;1;3;0;6;3;14;48;-5;1017;1;18
1;1;1;4;0;5;3;7;50;-5;1017;1;5
1;1;1;5;0;4;2;7;56;-4;1018;1;5
1;1;1;6;0;4;4;3;61;-3;1020;1;8
1;1;1;7;0;4;3;4;63;-2;1020;1;24
1;1;1;8;0;6;6;2;56;-2;1021;1;53
1;1;1;9;0;7;7;0;53;-2;1022;1;108
1;1;1;10;0;8;8;3;49;-2;1023;1;168
1;1;1;11;0;11;11;11;45;-1;1023;1;248
1;1;1;12;0;12;12;10;44;0;1023;1;375
1;1;1;13;0;13;13;8;44;1;1023;1;420
1;1;1;14;0;13;13;7;44;1;1023;1;522
1;1;1;15;0;12;12;6;46;1;1024;1;546
1;1;1;16;0;11;10;7;51;1;1025;1;390
1;1;1;17;0;9;8;6;59;1;1026;1;301
1;1;1;18;0;8;6;11;62;1;1026;1;184
1;1;1;19;0;8;7;5;56;0;1027;1;162
1;1;1;20;0;8;8;0;53;-1;1028;1;110
1;1;1;21;0;7;7;0;67;1;1028;1;91
1;1;1;22;0;7;6;6;67;1;1028;1;60
1;1;1;23;0;8;6;9;62;1;1028;1;46
1;2;2;0;0;8;7;3;62;1;1028;1;45
1;2;2;1;0;8;8;0;64;1;1028;1;22
1;2;2;2;0;7;6;5;76;3;1029;1;6
1;2;2;3;0;6;4;9;81;3;1029;1;1
1;2;2;4;0;6;4;11;87;4;1029;1;2
1;2;2;5;0;5;2;17;93;4;1029;1;10
1;2;2;6;0;5;2;16;93;4;1028;1;20
1;2;2;7;0;5;2;14;98;5;1028;1;33
1;2;2;8;0;6;3;12;96;5;1028;1;41
1;2;2;9;0;6;3;12;98;6;1028;1;50
1;2;2;10;0;7;5;13;95;6;1028;1;76
1;2;2;11;0;7;5;13;97;7;1027;1;119
1;2;2;12;0;7;4;15;100;7;1026;1;103
1;2;2;13;0;7;4;16;96;6;1025;1;94
1;2;2;14;0;7;4;15;96;6;1025;1;85
1;2;2;15;0;7;4;18;93;6;1025;1;98
1;2;2;16;0;7;4;16;93;6;1025;1;143
1;2;2;17;0;7;4;17;93;6;1024;1;171
1;2;2;18;0;7;4;15;98;7;1024;1;150
1;2;2;19;0;7;4;15;96;6;1024;1;114
1;2;2;20;0;7;4;14;93;6;1023;1;95
1;2;2;21;0;7;4;14;93;6;1023;1;77
1;2;2;22;0;7;4;15;93;6;1022;1;50
1;2;2;23;0;7;4;13;95;6;1022;1;33
1;3;3;0;1;6;3;13;100;6;1020;1;13
1;3;3;1;1;6;3;15;100;6;1020;1;5
1;3;3;2;1;6;4;12;100;6;1020;1;2
1;3;3;4;1;6;3;15;100;6;1016;1;2
1;3;3;5;1;6;4;12;100;6;1016;1;47
1;3;3;6;1;6;4;11;100;6;1015;1;89
1;3;3;7;1;6;4;11;100;6;1014;1;130
1;3;3;8;1;6;3;12;100;6;1012;1;178
1;3;3;9;1;6;3;15;100;6;1011;1;57
1;3;3;10;1;7;6;6;97;7;1011;1;37
1;3;3;11;1;7;5;9;99;7;1010;1;52
1;3;3;12;1;7;5;8;100;7;1008;1;82
1;3;3;13;1;8;7;5;93;7;1006;1;125
1;3;3;14;1;7;7;2;99;7;1005;1;129
1;3;3;15;1;7;7;2;100;7;1004;1;221
1;3;3;16;1;7;6;7;98;7;1003;1;391
1;3;3;17;1;8;6;11;93;7;1002;1;766
1;3;3;18;1;8;6;9;91;7;1002;1;637
1;3;3;19;1;8;7;8;87;6;1002;1;338
1;3;3;20;1;8;7;4;92;6;1002;1;195
1;3;3;21;1;7;5;12;100;7;1001;1;142
1;3;3;22;1;7;6;8;97;7;1001;1;97
1;3;3;23;1;8;7;7;100;8;1001;1;36
1;4;4;0;1;7;5;11;100;7;1000;1;16
1;4;4;1;1;8;6;10;100;8;1000;1;8
1;4;4;2;1;8;6;12;100;8;1000;1;6
1;4;4;3;1;8;7;6;100;8;1000;1;1
1;4;4;4;1;8;7;8;100;8;1000;1;8
1;4;4;5;1;8;7;7;100;8;1000;1;66
1;4;4;6;1;7;6;8;100;7;1001;1;234
1;4;4;7;1;7;4;15;100;7;1001;1;633
1;4;4;8;1;8;5;14;100;8;1001;1;945
1;4;4;9;1;8;7;8;100;8;1002;1;423
1;4;4;10;1;9;8;6;100;9;1003;1;113
1;4;4;11;1;11;11;10;82;8;1003;1;194
1;4;4;12;1;13;13;17;65;6;1002;1;276
1;4;4;13;1;14;14;23;52;4;1002;1;299
1;4;4;14;1;13;13;26;40;0;1003;1;341
1;4;4;15;1;12;12;25;32;-4;1004;1;403
1;4;4;16;1;11;9;21;30;-6;1005;1;588
1;4;4;17;1;9;6;23;26;-10;1006;1;963
1;4;4;18;1;8;4;25;24;-12;1007;1;738
1;4;4;19;1;6;2;23;24;-13;1009;1;422
1;4;4;20;1;5;1;19;27;-12;1010;1;205
1;4;4;21;1;4;0;21;29;-13;1011;1;167
1;4;4;22;1;3;-1;20;29;-13;1012;1;89
1;4;4;23;1;2;-2;16;33;-12;1012;1;47
1;5;5;0;1;1;-3;13;37;-12;1013;1;23
1;5;5;1;1;1;-3;14;37;-12;1013;1;9
1;5;5;2;1;1;-4;15;36;-13;1014;1;2
1;5;5;3;1;0;-4;11;37;-13;1014;1;2
1;5;5;4;1;-1;-6;15;43;-12;1014;1;2
1;5;5;5;1;0;-4;13;40;-12;1015;1;61
1;5;5;6;1;0;-4;14;38;-13;1016;1;208
1;5;5;7;1;0;-4;14;39;-12;1017;1;547
1;5;5;8;1;0;-5;16;40;-12;1018;1;849
1;5;5;9;1;0;-3;12;39;-12;1018;1;416
1;5;5;10;1;1;-1;7;40;-11;1017;1;174
1;5;5;11;1;2;-1;10;46;-9;1016;1;211
1;5;5;12;1;2;-1;11;48;-8;1015;1;230
1;5;5;13;1;2;0;8;50;-7;1014;1;260
1;5;5;14;1;2;-2;11;64;-5;1015;1;222
1;5;5;15;1;1;-2;9;73;-3;1015;1;283
1;5;5;16;1;2;1;2;68;-4;1014;1;428
1;5;5;17;1;2;0;6;57;-6;1014;1;777
1;5;5;18;1;2;-1;9;52;-7;1014;1;611
1;5;5;19;1;2;0;8;52;-7;1014;1;376
1;5;5;20;1;2;0;6;52;-7;1014;1;237
1;5;5;21;1;2;-1;8;55;-6;1014;1;136
1;5;5;22;1;2;0;7;64;-4;1014;1;106
1;5;5;23;1;2;-1;8;73;-2;1014;1;44
1;6;6;0;1;2;-1;13;78;-2;1013;1;19
1;6;6;1;1;2;-2;16;81;-1;1013;1;5
1;6;6;2;1;1;-4;22;81;-2;1014;1;7
1;6;6;3;1;1;-3;17;81;-2;1013;1;2
1;6;6;4;1;1;-5;24;60;-6;1015;1;3
1;6;6;5;1;0;-4;16;64;-6;1015;1;50
1;6;6;6;1;0;-5;16;61;-7;1016;1;150
1;6;6;7;1;0;-6;22;56;-8;1017;1;439
1;6;6;8;1;0;-5;21;55;-8;1018;1;787
1;6;6;9;1;0;-5;20;55;-8;1018;1;406
1;6;6;10;1;1;-5;23;51;-9;1020;1;159
1;6;6;11;1;0;-6;25;45;-10;1020;1;210
1;6;6;12;1;1;-5;26;42;-11;1020;1;266
1;6;6;13;1;0;-5;23;43;-11;1020;1;249
1;6;6;14;1;-1;-6;19;46;-11;1021;1;224
1;6;6;15;1;-1;-6;19;44;-12;1022;1;279
1;6;6;16;1;-1;-6;16;43;-12;1023;1;406
1;6;6;17;1;-1;-6;18;43;-12;1024;1;721
1;6;6;18;1;-2;-7;20;45;-12;1024;1;500
1;6;6;19;1;-2;-8;19;47;-12;1024;1;258
1;6;6;20;1;-2;-7;16;47;-12;1024;1;161
1;6;6;21;1;-2;-7;16;47;-12;1025;1;119
1;6;6;22;1;-2;-8;18;45;-13;1025;1;92
1;6;6;23;1;-2;-9;23;43;-13;1025;1;58
1;7;7;0;0;-3;-10;25;43;-14;1026;1;42
1;7;7;1;0;-3;-9;21;45;-13;1026;1;39
1;7;7;2;0;-3;-9;20;46;-13;1026;1;21
1;7;7;3;0;-4;-10;22;48;-13;1026;1;7
1;7;7;4;0;-4;-11;23;55;-12;1026;1;4
1;7;7;5;0;-4;-11;27;52;-13;1025;1;5
1;7;7;6;0;-4;-11;24;52;-13;1024;1;9
1;7;7;7;0;-4;-11;24;54;-12;1026;1;57
1;7;7;8;0;-4;-10;20;54;-12;1027;1;99
1;7;7;9;0;-5;-11;24;64;-11;1026;1;135
1;7;7;10;0;-4;-11;26;69;-9;1025;1;197
1;7;7;11;0;-5;-12;26;72;-9;1024;1;183
1;7;7;12;0;-6;-13;23;85;-8;1024;1;115
1;7;7;13;0;-6;-13;21;86;-8;1023;1;90
1;7;7;14;0;-5;-12;21;74;-9;1023;1;98
1;7;7;15;0;-4;-12;27;59;-11;1023;1;130
1;7;7;16;0;-4;-11;25;52;-13;1023;1;126
1;7;7;17;0;-5;-12;21;52;-13;1024;1;111
1;7;7;18;0;-5;-12;20;51;-14;1024;1;106
1;7;7;19;0;-6;-14;31;53;-14;1025;1;64
1;7;7;20;0;-6;-15;33;54;-14;1025;1;63
1;7;7;21;0;-7;-15;26;53;-15;1027;1;35
1;7;7;22;0;-7;-14;21;53;-15;1027;1;37
1;7;7;23;0;-7;-13;18;51;-16;1027;1;36
1;1;8;0;0;-7;-14;22;49;-16;1027;1;33
1;1;8;1;0;-8;-16;24;51;-16;1028;1;19
1;1;8;2;0;-8;-16;22;51;-16;1028;1;12
1;1;8;3;0;-8;-15;16;47;-17;1029;1;7
1;1;8;5;0;-9;-17;20;48;-18;1030;1;1
1;1;8;6;0;-9;-17;23;48;-18;1032;1;8
1;1;8;7;0;-9;-15;13;48;-18;1033;1;22
1;1;8;8;0;-8;-15;16;49;-17;1033;1;68
1;1;8;9;0;-7;-16;28;46;-17;1034;1;71
1;1;8;10;0;-6;-15;35;43;-17;1034;1;144
1;1;8;11;0;-5;-14;37;38;-18;1033;1;143
1;1;8;12;0;-4;-13;36;34;-18;1033;1;194
1;1;8;13;0;-4;-11;29;33;-18;1033;1;176
1;1;8;14;0;-4;-12;32;31;-19;1034;1;149
1;1;8;15;0;-5;-13;34;32;-19;1035;1;193
1;1;8;16;0;-6;-14;29;34;-19;1036;1;165
1;1;8;17;0;-6;-13;20;35;-19;1036;1;149
1;1;8;18;0;-6;-13;18;35;-19;1037;1;102
1;1;8;19;0;-6;-12;18;35;-19;1038;1;83
1;1;8;20;0;-6;-12;15;36;-19;1039;1;68
1;1;8;21;0;-7;-14;17;38;-19;1040;1;48
1;1;8;22;0;-7;-13;15;38;-19;1041;1;48
1;1;8;23;0;-7;-13;13;41;-19;1041;1;17
1;2;9;0;1;-8;-13;10;45;-18;1041;1;6
1;2;9;1;1;-8;-13;9;45;-18;1041;1;2
1;2;9;2;1;-8;-13;10;47;-18;1041;1;4
1;2;9;4;1;-8;-12;7;49;-17;1041;1;4
1;2;9;5;1;-8;-12;7;49;-17;1041;1;55
1;2;9;6;1;-8;-12;7;52;-16;1041;1;167
1;2;9;7;1;-7;-10;6;50;-16;1041;1;396
1;2;9;8;1;-7;-10;6;49;-16;1042;1;608
1;2;9;9;1;-7;-10;6;47;-16;1042;1;306
1;2;9;10;1;-6;-10;10;47;-15;1042;1;125
1;2;9;11;1;-4;-10;17;43;-15;1041;1;127
1;2;9;12;1;-4;-10;19;41;-15;1040;1;177
1;2;9;13;1;-3;-8;18;37;-16;1039;1;157
1;2;9;14;1;-2;-8;22;36;-15;1038;1;146
1;2;9;15;1;-3;-9;23;36;-16;1038;1;171
1;2;9;16;1;-4;-10;20;40;-15;1039;1;321
1;2;9;17;1;-4;-10;19;42;-15;1038;1;635
1;2;9;18;1;-5;-11;19;44;-15;1039;1;529
1;2;9;19;1;-5;-11;18;48;-14;1039;1;310
1;2;9;20;1;-5;-11;17;50;-14;1038;1;172
1;2;9;21;1;-4;-10;19;50;-13;1038;1;113
1;2;9;22;1;-5;-11;18;52;-13;1037;1;56
1;2;9;23;1;-5;-11;16;54;-13;1037;1;30
1;3;10;0;1;-4;-10;17;54;-12;1036;1;21
1;3;10;1;1;-4;-10;17;54;-12;1036;1;8
1;3;10;2;1;-5;-11;14;54;-13;1036;1;2
1;3;10;4;1;-4;-10;17;54;-12;1035;1;1
1;3;10;5;1;-4;-9;13;54;-12;1035;1;51
1;3;10;6;1;-4;-8;12;58;-11;1035;1;187
1;3;10;7;1;-4;-9;14;59;-11;1035;1;473
1;3;10;8;1;-3;-8;16;59;-10;1035;1;774
1;3;10;9;1;-2;-7;14;55;-11;1036;1;365
1;3;10;10;1;-1;-6;16;48;-11;1035;1;146
1;3;10;11;1;0;-5;18;47;-10;1034;1;153
1;3;10;12;1;1;-4;18;48;-9;1032;1;192
1;3;10;13;1;2;-3;19;42;-10;1030;1;216
1;3;10;14;1;2;-3;19;40;-10;1030;1;192
1;3;10;15;1;2;-3;20;43;-9;1029;1;222
1;3;10;16;1;2;-3;19;44;-9;1028;1;400
1;3;10;17;1;2;-3;22;47;-8;1028;1;712
1;3;10;18;1;2;-3;22;50;-7;1028;1;600
1;3;10;19;1;2;-3;22;52;-7;1027;1;347
1;3;10;20;1;3;-3;32;50;-7;1025;1;238
1;3;10;21;1;4;-2;38;46;-7;1023;1;149
1;3;10;22;1;5;0;30;47;-6;1023;1;101
1;3;10;23;1;5;1;23;51;-5;1023;1;56
1;4;11;0;1;5;1;25;59;-3;1022;1;19
1;4;11;1;1;4;-1;28;81;1;1023;1;5
1;4;11;2;1;4;-1;26;81;1;1023;1;4
1;4;11;3;1;5;1;20;81;2;1023;1;1
1;4;11;4;1;6;4;7;76;2;1024;1;4
1;4;11;5;1;4;1;14;81;1;1025;1;53
1;4;11;6;1;4;2;9;81;1;1025;1;231
1;4;11;7;1;3;1;11;85;1;1026;1;595
1;4;11;8;1;4;2;10;83;2;1027;1;1011
1;4;11;9;1;6;4;11;79;2;1027;1;483
1;4;11;10;1;8;6;14;70;3;1027;1;227
1;4;11;11;1;10;8;12;63;3;1026;1;258
1;4;11;12;1;11;10;8;59;3;1025;1;329
1;4;11;13;1;12;12;9;56;4;1025;1;299
1;4;11;14;1;13;13;12;55;4;1025;1;309
1;4;11;15;1;11;10;12;63;4;1024;1;352
1;4;11;16;1;10;8;12;67;4;1024;1;532
1;4;11;17;1;9;7;13;77;5;1024;1;987
1;4;11;18;1;9;7;17;79;6;1024;1;783
1;4;11;19;1;8;5;18;85;6;1024;1;259
1;4;11;20;1;7;5;15;93;6;1023;1;172
1;4;11;21;1;8;5;14;93;7;1023;1;152
1;4;11;22;1;9;7;18;90;8;1023;1;124
1;4;11;23;1;10;9;21;88;8;1023;1;78
1;5;12;0;1;11;11;21;88;9;1022;1;30
1;5;12;1;1;11;11;22;88;9;1021;1;14
1;5;12;2;1;11;11;26;88;9;1021;1;4
1;5;12;3;1;11;11;29;88;9;1021;1;5
1;5;12;4;1;11;11;25;92;10;1020;1;9
1;5;12;5;1;12;12;29;94;11;1020;1;54
1;5;12;6;1;13;13;36;89;11;1020;1;237
1;5;12;7;1;13;13;27;88;11;1020;1;663
1;5;12;8;1;14;14;27;84;11;1021;1;1078
1;5;12;9;1;14;14;29;80;11;1021;1;473
1;5;12;10;1;17;17;34;71;12;1020;1;234
1;5;12;11;1;18;18;33;65;11;1019;1;279
1;5;12;12;1;19;19;35;59;11;1018;1;366
1;5;12;13;1;21;21;34;52;11;1017;1;391
1;5;12;14;1;22;22;38;50;11;1017;1;362
1;5;12;15;1;22;22;44;50;11;1017;1;495
1;5;12;16;1;21;21;40;52;11;1017;1;682
1;5;12;17;1;20;20;34;55;11;1018;1;1170
1;5;12;18;1;19;19;30;58;11;1019;1;967
1;5;12;19;1;19;19;29;60;11;1019;1;596
1;5;12;20;1;19;19;32;60;11;1019;1;389
1;5;12;21;1;18;18;29;62;11;1020;1;301
1;5;12;22;1;17;17;26;66;11;1020;1;181
1;5;12;23;1;17;17;25;68;11;1020;1;111
1;6;13;0;1;18;18;13;64;11;1022;1;60
1;6;13;1;1;16;16;10;72;11;1023;1;43
1;6;13;2;1;15;15;12;77;11;1023;1;13
1;6;13;3;1;15;15;11;78;11;1023;1;4
1;6;13;4;1;14;14;4;82;11;1025;1;10
1;6;13;5;1;15;15;24;69;9;1026;1;67
1;6;13;6;1;14;14;23;64;8;1027;1;194
1;6;13;7;1;12;12;29;66;6;1029;1;603
1;6;13;8;1;11;11;26;64;5;1030;1;1054
1;6;13;9;1;11;11;29;58;3;1031;1;505
1;6;13;10;1;11;11;31;54;2;1033;1;243
1;6;13;11;1;12;12;26;44;0;1033;1;301
1;6;13;12;1;11;11;20;43;-1;1032;1;384
1;6;13;13;1;12;12;17;41;-2;1032;1;407
1;6;13;14;1;12;12;20;38;-2;1033;1;432
1;6;13;15;1;12;12;20;38;-2;1034;1;487
1;6;13;16;1;11;9;25;39;-3;1035;1;687
1;6;13;17;1;9;6;24;40;-4;1035;1;898
1;6;13;18;1;8;5;23;42;-4;1036;1;635
1;6;13;19;1;8;4;24;43;-4;1037;1;409
1;6;13;20;1;7;4;20;45;-4;1037;1;197
1;6;13;21;1;7;4;17;42;-5;1038;1;169
1;6;13;22;1;7;3;21;39;-6;1039;1;138
1;6;13;23;1;6;3;21;43;-5;1038;1;91
1;7;14;0;0;6;3;16;52;-4;1038;1;64
1;7;14;1;0;5;2;13;55;-3;1038;1;55
1;7;14;2;0;5;3;10;56;-3;1038;1;37
1;7;14;3;0;4;2;8;61;-3;1038;1;12
1;7;14;4;0;3;1;9;68;-2;1038;1;4
1;7;14;5;0;3;0;13;70;-2;1038;1;5
1;7;14;6;0;3;0;11;62;-4;1038;1;21
1;7;14;7;0;2;2;2;64;-4;1038;1;44
1;7;14;8;0;2;1;4;69;-3;1038;1;75
1;7;14;9;0;2;0;7;74;-2;1038;1;125
1;7;14;10;0;2;-1;10;83;-1;1038;1;144
1;7;14;11;0;1;-3;13;88;-1;1036;1;175
1;7;14;12;0;1;-2;10;90;-1;1035;1;135
1;7;14;13;0;2;1;2;96;1;1033;1;103
1;7;14;14;0;2;0;7;92;1;1032;1;145
1;7;14;15;0;2;0;7;93;1;1031;1;202
1;7;14;16;0;2;-1;10;93;1;1031;1;113
1;7;14;17;0;2;-1;9;93;1;1030;1;76
1;7;14;18;0;2;0;8;93;1;1030;1;63
1;7;14;19;0;2;0;6;93;1;1029;1;51
1;7;14;20;0;2;1;2;93;1;1029;1;42
1;7;14;21;0;2;0;7;93;1;1027;1;54
1;7;14;22;0;2;-1;12;98;2;1028;1;57
1;7;14;23;0;2;0;7;95;1;1027;1;62
1;1;15;0;0;3;2;2;89;1;1026;1;52
1;1;15;1;0;3;1;5;91;2;1026;1;35
1;1;15;2;0;3;0;12;93;2;1026;1;22
1;1;15;3;0;3;0;10;93;2;1026;1;13
1;1;15;4;0;3;0;12;93;2;1027;1;6
1;1;15;5;0;3;1;7;87;1;1027;1;7
1;1;15;6;0;3;0;11;87;1;1028;1;15
1;1;15;7;0;3;0;13;87;1;1029;1;38
1;1;15;8;0;4;1;13;82;1;1030;1;94
1;1;15;9;0;5;3;12;71;0;1030;1;202
1;1;15;10;0;7;4;15;46;-4;1030;1;351
1;1;15;11;0;8;5;16;38;-6;1029;1;405
1;1;15;12;0;8;5;15;34;-7;1028;1;519
1;1;15;13;0;9;7;10;30;-8;1027;1;643
1;1;15;14;0;9;8;8;29;-8;1027;1;577
1;1;15;15;0;8;7;8;32;-7;1028;1;615
1;1;15;16;0;8;6;9;34;-7;1028;1;521
1;1;15;17;0;7;5;10;38;-6;1029;1;351
1;1;15;18;0;6;4;9;49;-4;1029;1;260
1;1;15;19;0;6;4;8;51;-4;1029;1;166
1;1;15;20;0;5;4;6;56;-3;1030;1;164
1;1;15;21;0;5;4;6;61;-2;1030;1;130
1;1;15;22;0;4;4;3;61;-3;1030;1;95
1;1;15;23;0;4;3;5;64;-2;1030;1;67
1;2;16;0;0;5;4;2;60;-3;1030;1;43
1;2;16;1;0;5;3;5;63;-2;1030;1;26
1;2;16;2;0;4;1;11;67;-2;1031;1;9
1;2;16;3;0;4;2;8;63;-3;1031;1;13
1;2;16;4;0;4;2;9;61;-3;1031;1;4
1;2;16;5;0;3;1;8;64;-3;1031;1;14
1;2;16;6;0;3;2;2;65;-3;1031;1;40
1;2;16;7;0;3;3;0;70;-2;1032;1;111
1;2;16;8;0;4;3;6;66;-2;1032;1;200
1;2;16;9;0;4;3;6;65;-2;1032;1;220
1;2;16;10;0;5;4;7;60;-2;1032;1;243
1;2;16;11;0;6;3;12;57;-2;1031;1;330
1;2;16;12;0;6;3;14;59;-1;1030;1;377
1;2;16;13;0;7;4;13;61;0;1029;1;345
1;2;16;14;0;7;5;12;58;-1;1028;1;390
1;2;16;15;0;7;5;13;54;-1;1028;1;375
1;2;16;16;0;7;4;15;54;-1;1028;1;382
1;2;16;17;0;7;5;10;64;1;1028;1;375
1;2;16;18;0;6;4;10;67;1;1027;1;341
1;2;16;19;0;6;4;9;71;1;1027;1;222
1;2;16;20;0;6;4;10;71;1;1027;1;177
1;2;16;21;0;6;4;11;71;1;1027;1;119
1;2;16;22;0;6;4;11;74;2;1026;1;103
1;2;16;23;0;5;3;9;83;3;1026;1;26
1;3;17;0;1;5;3;9;90;3;1026;1;16
1;3;17;1;1;5;4;6;93;4;1024;1;8
1;3;17;2;1;5;4;6;93;4;1024;1;7
1;3;17;4;1;5;4;5;93;4;1023;1;9
1;3;17;5;1;5;5;1;93;4;1022;1;66
1;3;17;6;1;6;6;0;88;4;1022;1;228
1;3;17;7;1;6;5;4;87;4;1022;1;552
1;3;17;8;1;6;5;6;92;5;1022;1;870
1;3;17;9;1;6;4;8;93;5;1022;1;283
1;3;17;10;1;6;4;9;93;5;1021;1;56
1;3;17;11;1;8;5;14;93;7;1019;1;139
1;3;17;12;1;8;5;19;93;7;1018;1;190
1;3;17;13;1;8;6;15;93;7;1017;1;153
1;3;17;14;1;8;7;7;98;8;1017;1;81
1;3;17;15;1;9;6;12;98;8;1016;1;115
1;3;17;16;1;9;8;9;100;9;1015;1;339
1;3;17;17;1;10;9;9;94;9;1014;1;712
1;3;17;18;1;10;9;10;100;10;1014;1;685
1;3;17;19;1;10;10;3;97;10;1014;1;420
1;3;17;20;1;10;9;3;100;10;1013;1;300
1;3;17;21;1;11;11;7;100;11;1013;1;188
1;3;17;22;1;8;7;7;100;8;1013;1;100
1;3;17;23;1;8;7;9;100;8;1012;1;57
1;4;18;0;1;8;6;9;100;8;1011;1;16
1;4;18;1;1;8;6;12;100;8;1011;1;8
1;4;18;2;1;8;6;10;100;8;1012;1;6
1;4;18;3;1;8;7;8;100;8;1012;1;6
1;4;18;4;1;8;7;6;100;8;1012;1;4
1;4;18;5;1;8;7;6;100;8;1012;1;58
1;4;18;6;1;8;7;3;100;8;1012;1;211
1;4;18;7;1;8;7;5;100;8;1012;1;561
1;4;18;8;1;10;10;18;85;7;1013;1;923
1;4;18;9;1;11;11;22;75;7;1013;1;421
1;4;18;10;1;13;13;20;66;7;1014;1;250
1;4;18;11;1;15;15;27;57;6;1013;1;267
1;4;18;12;1;16;16;29;50;5;1013;1;365
1;4;18;13;1;15;15;29;50;4;1014;1;328
1;4;18;14;1;15;15;29;49;4;1014;1;287
1;4;18;15;1;14;14;24;48;3;1015;1;350
1;4;18;16;1;13;13;23;50;3;1016;1;475
1;4;18;17;1;12;12;24;56;3;1017;1;869
1;4;18;18;1;10;9;24;58;2;1017;1;737
1;4;18;19;1;9;6;22;60;2;1018;1;481
1;4;18;20;1;9;6;22;62;2;1018;1;307
1;4;18;21;1;9;6;23;62;2;1018;1;225
1;4;18;22;1;9;6;20;62;2;1018;1;129
1;4;18;23;1;9;7;17;62;2;1018;1;61
1;5;19;0;1;9;7;13;64;2;1018;1;34
1;5;19;1;1;8;6;11;66;2;1018;1;14
1;5;19;2;1;8;6;11;66;2;1018;1;10
1;5;19;4;1;6;3;15;76;2;1018;1;5
1;5;19;5;1;6;3;14;76;2;1018;1;49
1;5;19;6;1;8;5;10;72;3;1019;1;166
1;5;19;7;1;8;6;11;71;3;1019;1;462
1;5;19;8;1;9;6;15;68;3;1019;1;731
1;5;19;9;1;9;6;18;66;3;1019;1;432
1;5;19;10;1;10;7;20;64;3;1019;1;248
1;5;19;11;1;10;9;10;62;3;1018;1;290
1;5;19;12;1;11;11;8;59;3;1018;1;399
1;5;19;13;1;11;11;9;58;3;1017;1;369
1;5;19;14;1;11;11;9;58;3;1016;1;363
1;5;19;15;1;11;11;8;58;3;1016;1;461
1;5;19;16;1;10;8;10;63;3;1016;1;524
1;5;19;17;1;9;8;8;66;3;1016;1;793
1;5;19;18;1;8;7;7;69;3;1016;1;707
1;5;19;19;1;7;6;8;77;4;1017;1;469
1;5;19;20;1;6;5;7;85;4;1017;1;295
1;5;19;21;1;6;6;2;83;3;1016;1;271
1;5;19;22;1;5;5;0;88;4;1017;1;191
1;5;19;23;1;4;4;4;93;3;1016;1;93
1;6;20;0;0;4;4;3;93;3;1016;1;79
1;6;20;1;0;4;4;0;93;3;1016;1;52
1;6;20;2;0;5;5;0;93;4;1016;1;31
1;6;20;3;0;4;3;4;93;3;1015;1;19
1;6;20;4;0;4;2;8;93;3;1015;1;18
1;6;20;5;0;4;3;7;93;3;1015;1;59
1;6;20;6;0;5;5;1;88;3;1014;1;95
1;6;20;7;0;6;6;0;83;3;1015;1;178
1;6;20;8;0;6;6;0;81;3;1015;1;282
1;6;20;9;0;7;7;0;81;4;1015;1;269
1;6;20;10;0;8;8;0;77;4;1014;1;361
1;6;20;11;0;9;8;4;76;5;1013;1;409
1;6;20;12;0;9;7;11;80;6;1012;1;392
1;6;20;13;0;8;5;15;88;6;1012;1;443
1;6;20;14;0;9;7;11;89;7;1011;1;418
1;6;20;15;0;9;7;11;87;7;1011;1;357
1;6;20;16;0;9;8;9;87;7;1011;1;409
1;6;20;17;0;9;8;6;92;8;1012;1;399
1;6;20;18;0;9;8;6;94;8;1012;1;336
1;6;20;19;0;8;7;6;98;8;1012;1;291
1;6;20;20;0;9;7;10;94;8;1013;1;232
1;6;20;21;0;8;7;9;98;8;1013;1;177
1;6;20;22;0;8;6;11;100;8;1013;1;139
1;6;20;23;0;8;7;9;100;8;1013;1;121
1;7;21;0;0;8;6;8;100;8;1012;1;97
1;7;21;1;0;8;6;9;100;8;1013;1;62
1;7;21;2;0;9;7;10;97;8;1013;1;36
1;7;21;3;0;9;8;10;98;9;1013;1;9
1;7;21;4;0;9;8;7;96;8;1012;1;8
1;7;21;5;0;9;8;7;99;9;1013;1;20
1;7;21;6;0;9;8;6;100;9;1013;1;49
1;7;21;7;0;9;8;7;95;8;1013;1;159
1;7;21;8;0;9;8;8;96;8;1012;1;533
1;7;21;9;0;9;7;12;98;9;1013;1;834
1;7;21;10;0;9;7;12;100;9;1012;1;660
1;7;21;11;0;9;7;11;100;9;1012;1;527
1;7;21;12;0;9;8;10;100;9;1011;1;588
1;7;21;13;0;10;9;9;96;9;1010;1;549
1;7;21;14;0;9;8;9;98;9;1010;1;713
1;7;21;15;0;9;7;10;100;9;1010;1;817
1;7;21;16;0;10;9;9;96;9;1009;1;774
1;7;21;17;0;10;9;8;94;9;1009;1;525
1;7;21;18;0;9;8;6;98;9;1009;1;353
1;7;21;19;0;9;8;6;100;9;1009;1;241
1;7;21;20;0;9;9;0;100;9;1009;1;188
1;7;21;21;0;9;8;7;100;9;1009;1;158
1;7;21;22;0;9;8;8;100;9;1008;1;140
1;7;21;23;0;9;8;9;100;9;1008;1;117
1;1;22;0;0;8;6;10;100;8;1007;1;97
